# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug 12 01:05:30 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_telescope: Discovery Telescope
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_telescope,rv_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,ttv_flag,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
Kepler-18 c,1,3,Transit,2011,0.95 m Kepler Telescope,1,0,7.64159000,0.00003000,-0.00003000,0,5.490,0.260,-0.260,0,0.490,0.023,-0.023,0,17.30000,1.90000,-1.90000,0,0.05400,0.00600,-0.00600,0,1,0.97,0.04,-0.04,0,433.0470000,3.2040000,-3.1580000
Kepler-18 d,1,3,Transit,2011,0.95 m Kepler Telescope,1,0,14.85888000,0.00004000,-0.00004000,0,6.980,0.330,-0.330,0,0.623,0.029,-0.029,0,16.40000,1.40000,-1.40000,0,0.05200,0.00400,-0.00400,0,1,0.97,0.04,-0.04,0,433.0470000,3.2040000,-3.1580000
Kepler-180 b,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,13.81712400,0.00015500,-0.00015500,0,1.500,0.670,-0.670,0,0.134,0.060,-0.060,0,2.86000,,,0,0.00899,,,0,0,0.95,0.04,-0.05,0,695.6500000,8.6460000,-8.4400000
Kepler-180 c,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,41.88577500,0.00022800,-0.00022800,0,3.010,1.340,-1.340,0,0.269,0.120,-0.120,0,9.32000,,,0,0.02930,,,0,0,0.95,0.04,-0.05,0,695.6500000,8.6460000,-8.4400000
Kepler-1800 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,4.56202984,,,0,0.997,,,0,0.089,,,0,0.96100,,,0,0.00302,,,0,0,1.33,0.15,-0.34,0,350.4550000,2.1050000,-2.0810000
Kepler-1801 b,1,2,Transit,2021,0.95 m Kepler Telescope,0,0,10.44089985,,,0,2.709,,,0,0.242,,,0,7.80000,,,0,0.02450,,,0,0,0.94,0.11,-0.09,0,839.3320000,15.9560000,-15.3800000
Kepler-1801 c,1,2,Transit,2023,0.95 m Kepler Telescope,0,0,116.58318300,0.00223100,-0.00223100,0,2.910,0.830,-0.420,0,0.362,,,0,8.80000,,,0,0.02770,,,0,0,0.94,0.11,-0.09,0,839.3320000,15.9560000,-15.3800000
Kepler-1802 b,1,2,Transit,2021,0.95 m Kepler Telescope,0,0,15.45020008,,,0,1.671,,,0,0.149,,,0,3.43000,,,0,0.01080,,,0,0,0.65,0.03,-0.03,0,636.6940000,49.1220000,-42.6460000
Kepler-1802 c,1,2,Transit,2021,0.95 m Kepler Telescope,0,0,33.13610077,,,0,2.322,,,0,0.207,,,0,6.00000,,,0,0.01890,,,0,0,0.65,0.03,-0.03,0,636.6940000,49.1220000,-42.6460000
Kepler-1804 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,12.28849983,,,0,1.596,,,0,0.142,,,0,3.18000,,,0,0.00999,,,0,0,0.93,0.10,-0.13,0,434.4560000,5.7100000,-5.5670000
Kepler-1805 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,8.84794044,,,0,1.545,,,0,0.138,,,0,3.00000,,,0,0.00945,,,0,0,0.58,0.03,-0.04,0,221.6390000,1.2465000,-1.2465000
Kepler-1806 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,9.03332043,,,0,2.356,,,0,0.210,,,0,6.15000,,,0,0.01930,,,0,0,0.88,0.07,-0.10,0,978.0660000,34.5340000,-32.2930000
Kepler-1807 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,10.86060047,,,0,2.704,,,0,0.241,,,0,7.77000,,,0,0.02450,,,0,0,1.09,0.17,-0.14,0,1299.3200000,29.8900000,-29.8900000
Kepler-1808 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,23.34040070,,,0,3.025,,,0,0.270,,,0,9.40000,,,0,0.02960,,,0,0,0.77,0.12,-0.06,0,1022.0100000,28.1400000,-26.6910000
Kepler-1809 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,3.75729990,,,0,1.513,,,0,0.135,,,0,2.90000,,,0,0.00912,,,0,0,0.81,0.03,-0.06,0,409.6020000,3.3295000,-3.3295000
Kepler-181 b,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,3.13787300,0.00001300,-0.00001300,0,1.270,0.620,-0.620,0,0.113,0.055,-0.055,0,2.15000,,,0,0.00678,,,0,0,0.85,0.03,-0.03,0,609.2830000,7.9460000,-7.9460000
Kepler-181 c,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,4.30214900,0.00000800,-0.00000800,0,1.990,0.980,-0.980,0,0.178,0.087,-0.087,0,4.62000,,,0,0.01450,,,0,0,0.85,0.03,-0.03,0,609.2830000,7.9460000,-7.9460000
Kepler-1810 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,101.13300320,,,0,3.918,,,0,0.350,,,0,14.60000,,,0,0.04590,,,0,0,0.92,0.06,-0.04,0,1009.8700000,29.4550000,-29.4550000
Kepler-1811 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,76.42230225,,,0,3.848,,,0,0.343,,,0,14.10000,,,0,0.04450,,,0,0,0.95,0.07,-0.05,0,1390.5600000,53.5300000,-49.7700000
Kepler-1812 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,7.16521978,,,0,2.325,,,0,0.207,,,0,6.01000,,,0,0.01890,,,0,0,1.16,0.16,-0.16,0,1409.1900000,59.2600000,-54.7400000
Kepler-1813 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,2.81816006,,,0,1.413,,,0,0.126,,,0,2.58000,,,0,0.00812,,,0,0,0.81,0.05,-0.05,0,,,
Kepler-1814 b,1,2,Transit,2021,0.95 m Kepler Telescope,0,0,2.93535996,,,0,2.370,,,0,0.211,,,0,6.21000,,,0,0.01950,,,0,0,0.79,0.07,-0.05,0,726.3460000,15.2670000,-14.6610000
Kepler-1814 c,1,2,Transit,2023,0.95 m Kepler Telescope,0,0,0.62628177,0.00000104,-0.00000104,0,1.760,0.130,-0.180,0,0.148,,,0,3.75000,,,0,0.01180,,,0,0,0.79,0.07,-0.05,0,726.3460000,15.2670000,-14.6610000
Kepler-1815 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,12.19139957,,,0,2.749,,,0,0.245,,,0,7.99000,,,0,0.02510,,,0,0,0.86,0.12,-0.07,0,1006.6300000,33.1300000,-31.1100000
Kepler-1816 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,91.50099945,,,0,1.968,,,0,0.176,,,0,4.53000,,,0,0.01430,,,0,0,0.79,0.03,-0.06,0,437.8230000,3.5990000,-3.5990000
Kepler-1817 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,44.29919815,,,0,2.273,,,0,0.203,,,0,5.79000,,,0,0.01820,,,0,0,0.88,0.05,-0.04,0,748.5690000,12.9720000,-12.5450000
Kepler-1818 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,4.64490986,,,0,1.714,,,0,0.153,,,0,3.58000,,,0,0.01130,,,0,0,1.02,0.15,-0.13,0,1034.5900000,22.7500000,-21.8200000
Kepler-1819 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,16.48690033,,,0,3.904,,,0,0.348,,,0,14.50000,,,0,0.04560,,,0,0,1.17,0.12,-0.18,0,1363.1900000,52.7400000,-49.0000000
Kepler-182 b,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,9.82579200,0.00006200,-0.00006200,0,2.580,1.180,-1.180,0,0.230,0.105,-0.105,0,7.18000,,,0,0.02260,,,0,0,1.16,0.13,-0.08,0,1549.0900000,50.5300000,-50.5300000
Kepler-182 c,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,20.68434200,0.00009700,-0.00009700,0,3.430,1.530,-1.530,0,0.306,0.136,-0.136,0,11.60000,,,0,0.03660,,,0,0,1.16,0.13,-0.08,0,1549.0900000,50.5300000,-50.5300000
Kepler-1820 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,31.03249931,,,0,3.119,,,0,0.278,,,0,9.90000,,,0,0.03120,,,0,0,1.05,0.11,-0.14,0,1425.3900000,59.7000000,-55.1500000
Kepler-1821 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,16.45809937,,,0,2.592,,,0,0.231,,,0,7.24000,,,0,0.02280,,,0,0,0.95,0.04,-0.06,0,799.6990000,12.0365000,-12.0365000
Kepler-1822 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,22.13339996,,,0,2.648,,,0,0.236,,,0,7.50000,,,0,0.02360,,,0,0,0.78,0.07,-0.09,0,897.5970000,30.6990000,-28.7660000
Kepler-1823 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,21.10339928,,,0,2.086,,,0,0.186,,,0,5.00000,,,0,0.01570,,,0,0,1.07,0.09,-0.07,0,724.9710000,8.5240000,-8.3310000
Kepler-1824 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,95.61100006,,,0,2.381,,,0,0.212,,,0,6.26000,,,0,0.01970,,,0,0,1.14,0.06,-0.07,0,1040.1000000,26.4100000,-25.1500000
Kepler-1825 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,1.02586997,,,0,1.422,,,0,0.127,,,0,2.61000,,,0,0.00821,,,0,0,0.83,0.05,-0.04,0,430.2540000,3.3440000,-3.3440000
Kepler-1826 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,1.61536002,,,0,1.475,,,0,0.132,,,0,2.78000,,,0,0.00874,,,0,0,0.49,0.04,-0.04,0,336.9520000,3.1575000,-3.1575000
Kepler-1827 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,3.70061994,,,0,1.856,,,0,0.166,,,0,4.10000,,,0,0.01290,,,0,0,0.92,0.05,-0.06,0,686.4610000,7.8630000,-7.8630000
Kepler-1828 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,10.27379990,,,0,2.116,,,0,0.189,,,0,5.13000,,,0,0.01610,,,0,0,1.00,0.05,-0.07,0,871.8100000,17.8935000,-17.8935000
Kepler-1829 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,5.18671989,,,0,2.479,,,0,0.221,,,0,6.71000,,,0,0.02110,,,0,0,0.87,0.06,-0.10,0,679.9210000,9.7340000,-9.4670000
Kepler-183 b,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,5.68794500,0.00002000,-0.00002000,0,2.060,0.890,-0.890,0,0.184,0.079,-0.079,0,4.90000,,,0,0.01540,,,0,0,0.94,0.07,-0.05,0,1050.6400000,27.6900000,-27.6900000
Kepler-183 c,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,11.63707100,0.00005500,-0.00005500,0,2.270,0.980,-0.980,0,0.203,0.087,-0.087,0,35.70000,30.90000,-24.20000,0,0.11200,0.09700,-0.07600,0,0,0.94,0.07,-0.05,0,1050.6400000,27.6900000,-27.6900000
Kepler-1830 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,56.49330139,,,0,3.330,,,0,0.297,,,0,11.10000,,,0,0.03480,,,0,0,1.44,0.13,-0.19,0,1056.8800000,19.1850000,-19.1850000
Kepler-1831 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,5.78387022,,,0,1.970,,,0,0.176,,,0,4.54000,,,0,0.01430,,,0,0,1.12,0.13,-0.15,0,1053.4900000,20.9700000,-20.1900000
Kepler-1832 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,3.13878989,,,0,1.227,,,0,0.109,,,0,2.02000,,,0,0.00637,,,0,0,0.68,0.10,-0.04,0,486.1740000,5.3715000,-5.3715000
Kepler-1833 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,6.89212990,,,0,1.300,,,0,0.116,,,0,2.24000,,,0,0.00705,,,0,0,1.29,0.08,-0.09,0,591.6020000,7.5830000,-7.3960000
Kepler-1834 b,1,2,Transit,2021,0.95 m Kepler Telescope,0,0,4.60301018,,,0,1.459,,,0,0.130,,,0,2.73000,,,0,0.00858,,,0,0,0.77,0.05,-0.03,0,500.3950000,8.3260000,-8.0630000
Kepler-1834 c,1,2,Transit,2023,0.95 m Kepler Telescope,0,0,0.76669152,0.00000127,-0.00000127,0,1.220,0.050,-0.080,0,0.130,,,0,1.98000,,,0,0.00624,,,0,0,0.77,0.05,-0.03,0,500.3950000,8.3260000,-8.0630000
Kepler-1835 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,11.96409988,,,0,3.534,,,0,0.315,,,0,12.20000,,,0,0.03850,,,0,0,0.92,0.12,-0.10,0,1404.3800000,54.7000000,-50.8200000
Kepler-1836 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,5.25416994,,,0,2.553,,,0,0.228,,,0,7.05000,,,0,0.02220,,,0,0,1.05,0.14,-0.14,0,1472.6200000,71.7700000,-65.5000000
Kepler-1837 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,5.90608978,,,0,2.067,,,0,0.184,,,0,4.92000,,,0,0.01550,,,0,0,1.05,0.13,-0.14,0,1229.1800000,48.3100000,-44.8500000
Kepler-1838 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,12.14680004,,,0,1.660,,,0,0.148,,,0,3.40000,,,0,0.01070,,,0,0,1.19,0.13,-0.15,0,451.2420000,4.8660000,-4.7650000
Kepler-1839 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,5.05675983,,,0,1.949,,,0,0.174,,,0,4.46000,,,0,0.01400,,,0,0,1.03,0.13,-0.14,0,1136.6000000,24.9800000,-23.9500000
Kepler-184 b,1,3,Transit,2014,0.95 m Kepler Telescope,0,0,10.68757600,0.00002500,-0.00002500,0,2.360,1.330,-1.330,0,0.211,0.119,-0.119,0,6.17000,,,0,0.01940,,,0,0,0.97,0.05,-0.05,0,610.3260000,6.0115000,-6.0115000
Kepler-184 c,1,3,Transit,2014,0.95 m Kepler Telescope,0,0,20.30300500,0.00008700,-0.00008700,0,1.970,1.110,-1.110,0,0.176,0.099,-0.099,0,8.80000,7.40000,-5.70000,0,0.02800,0.02300,-0.01800,0,0,0.97,0.05,-0.05,0,610.3260000,6.0115000,-6.0115000
Kepler-184 d,1,3,Transit,2014,0.95 m Kepler Telescope,0,0,29.02235800,0.00017600,-0.00017600,0,2.490,1.410,-1.410,0,0.222,0.126,-0.126,0,6.76000,,,0,0.02130,,,0,0,0.97,0.05,-0.05,0,610.3260000,6.0115000,-6.0115000
Kepler-1840 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,131.19000240,,,0,2.778,,,0,0.248,,,0,8.13000,,,0,0.02560,,,0,0,0.77,0.05,-0.03,0,513.1070000,6.7205000,-6.7205000
Kepler-1841 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,25.88599968,,,0,1.489,,,0,0.133,,,0,2.82000,,,0,0.00888,,,0,0,0.82,0.06,-0.03,0,631.7000000,7.4220000,-7.2550000
Kepler-1842 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,14.02639961,,,0,2.354,,,0,0.210,,,0,6.14000,,,0,0.01930,,,0,0,1.06,0.15,-0.12,0,923.5510000,19.2330000,-18.4780000
Kepler-1843 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,25.54339981,,,0,2.709,,,0,0.242,,,0,7.80000,,,0,0.02450,,,0,0,1.02,0.13,-0.09,0,784.6250000,14.0230000,-14.0230000
Kepler-1844 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,3.92451000,,,0,3.036,,,0,0.271,,,0,9.46000,,,0,0.02980,,,0,0,0.94,0.10,-0.12,0,1804.3600000,133.0300000,-116.2100000
Kepler-1845 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,11.60649967,,,0,2.438,,,0,0.218,,,0,6.52000,,,0,0.02050,,,0,0,0.69,0.05,-0.03,0,710.7240000,17.0450000,-17.0450000
Kepler-1846 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,14.82009983,,,0,1.764,,,0,0.157,,,0,3.76000,,,0,0.01180,,,0,0,0.79,0.04,-0.04,0,374.6150000,2.4155000,-2.4155000
Kepler-1847 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,11.12969971,,,0,2.745,,,0,0.245,,,0,7.97000,,,0,0.02510,,,0,0,1.04,0.14,-0.14,0,1693.8600000,128.5700000,-111.9100000
Kepler-1848 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,5.60402012,,,0,1.409,,,0,0.126,,,0,2.57000,,,0,0.00808,,,0,0,0.76,0.04,-0.03,0,309.6960000,1.5180000,-1.5040000
Kepler-1849 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,57.29290009,,,0,2.387,,,0,0.213,,,0,6.29000,,,0,0.01980,,,0,0,0.71,0.08,-0.06,0,631.8840000,11.7520000,-11.3370000
Kepler-185 b,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,1.63290000,0.00000500,-0.00000500,0,1.170,0.670,-0.670,0,0.104,0.060,-0.060,0,1.71000,,,0,0.00537,,,0,0,0.81,0.04,-0.03,0,466.7350000,4.7440000,-4.6520000
Kepler-185 c,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,20.72904200,0.00009700,-0.00009700,0,2.020,1.170,-1.170,0,0.180,0.104,-0.104,0,4.74000,,,0,0.01490,,,0,0,0.81,0.04,-0.03,0,466.7350000,4.7440000,-4.6520000
Kepler-1850 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,1.38580000,,,0,0.729,,,0,0.065,,,0,0.31300,,,0,0.00098,,,0,0,0.61,0.03,-0.03,0,250.1990000,1.3330000,-1.3190000
Kepler-1851 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,12.02289963,,,0,3.900,,,0,0.348,,,0,14.50000,,,0,0.04550,,,0,0,0.97,0.12,-0.13,0,1589.8100000,75.4100000,-69.0000000
Kepler-1852 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,7.97094011,,,0,1.886,,,0,0.168,,,0,4.22000,,,0,0.01330,,,0,0,0.93,0.05,-0.09,0,772.4810000,15.6930000,-15.0910000
Kepler-1853 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,48.88819885,,,0,1.519,,,0,0.135,,,0,2.92000,,,0,0.00918,,,0,0,0.77,0.05,-0.03,0,562.3480000,8.6730000,-8.4180000
Kepler-1854 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,39.83110046,,,0,2.587,,,0,0.231,,,0,7.21000,,,0,0.02270,,,0,0,0.80,0.04,-0.05,0,423.3480000,,
Kepler-1855 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,0.72733098,,,0,1.216,,,0,0.109,,,0,1.96000,,,0,0.00617,,,0,0,0.39,0.06,-0.08,0,,,
Kepler-1856 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,1.30200005,,,0,1.734,,,0,0.155,,,0,3.66000,,,0,0.01150,,,0,0,0.78,0.06,-0.03,0,848.7600000,24.0920000,-22.8210000
Kepler-1857 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,8.94340992,,,0,1.961,,,0,0.175,,,0,4.50000,,,0,0.01420,,,0,0,0.87,0.11,-0.08,0,853.2750000,17.3490000,-16.6830000
Kepler-1858 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,88.07160187,,,0,2.422,,,0,0.216,,,0,6.44000,,,0,0.02030,,,0,0,0.79,0.05,-0.03,0,833.0550000,24.5440000,-24.5440000
Kepler-1859 b,1,2,Transit,2021,0.95 m Kepler Telescope,0,0,2.72959995,,,0,1.583,,,0,0.141,,,0,3.13000,,,0,0.00985,,,0,0,1.09,0.07,-0.08,0,1331.2500000,43.2650000,-43.2650000
Kepler-1859 c,1,2,Transit,2023,0.95 m Kepler Telescope,0,0,3.59645081,0.00003644,-0.00003644,0,1.660,0.290,-0.230,0,0.153,,,0,3.39000,,,0,0.01070,,,0,0,1.09,0.07,-0.08,0,1331.2500000,43.2650000,-43.2650000
Kepler-186 b,1,5,Transit,2014,0.95 m Kepler Telescope,0,0,3.88679070,0.00000620,-0.00000630,0,1.070,0.120,-0.120,0,0.095,0.011,-0.011,0,1.24000,,,0,0.00390,,,0,0,0.48,0.06,-0.06,0,177.5940000,0.7740000,-0.7740000
Kepler-186 c,1,5,Transit,2014,0.95 m Kepler Telescope,0,0,7.26730200,0.00001200,-0.00001100,0,1.250,0.140,-0.140,0,0.112,0.012,-0.012,0,2.10000,,,0,0.00660,,,0,0,0.48,0.06,-0.06,0,177.5940000,0.7740000,-0.7740000
Kepler-186 d,1,5,Transit,2014,0.95 m Kepler Telescope,0,0,13.34299600,0.00002500,-0.00002400,0,1.400,0.160,-0.160,0,0.125,0.014,-0.014,0,2.54000,,,0,0.00800,,,0,0,0.48,0.06,-0.06,0,177.5940000,0.7740000,-0.7740000
Kepler-186 e,1,5,Transit,2014,0.95 m Kepler Telescope,0,0,22.40770400,0.00007400,-0.00007200,0,1.270,0.150,-0.140,0,0.113,0.013,-0.012,0,2.15000,,,0,0.00678,,,0,0,0.48,0.06,-0.06,0,177.5940000,0.7740000,-0.7740000
Kepler-186 f,1,5,Transit,2014,0.95 m Kepler Telescope,0,1,129.94410000,0.00130000,-0.00120000,0,1.170,0.080,-0.080,0,0.104,0.007,-0.007,0,1.71000,,,0,0.00537,,,0,0,0.54,0.02,-0.02,0,177.5940000,0.7740000,-0.7740000
Kepler-1860 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,12.73719978,,,0,1.139,,,0,0.102,,,0,1.55000,,,0,0.00487,,,0,0,0.87,0.06,-0.05,0,438.7030000,2.6280000,-2.5970000
Kepler-1861 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,40.03060150,,,0,2.207,,,0,0.197,,,0,5.50000,,,0,0.01730,,,0,0,1.16,0.08,-0.11,0,829.9850000,12.3095000,-12.3095000
Kepler-1862 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,16.05730057,,,0,2.203,,,0,0.197,,,0,5.49000,,,0,0.01730,,,0,0,0.90,0.09,-0.11,0,1232.1900000,48.0000000,-44.5900000
Kepler-1863 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,44.99760056,,,0,2.263,,,0,0.202,,,0,5.74000,,,0,0.01810,,,0,0,1.10,0.05,-0.08,0,865.5460000,11.6365000,-11.6365000
Kepler-1864 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,3.88151002,,,0,0.754,,,0,0.067,,,0,0.35300,,,0,0.00111,,,0,0,1.03,0.06,-0.08,0,298.8940000,1.8540000,-1.8310000
Kepler-1865 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,2.52400994,,,0,1.577,,,0,0.141,,,0,3.11000,,,0,0.00979,,,0,0,0.85,0.10,-0.07,0,922.2550000,27.3870000,-25.8770000
Kepler-1866 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,11.66009998,,,0,2.082,,,0,0.186,,,0,4.99000,,,0,0.01570,,,0,0,1.03,0.07,-0.06,0,976.7370000,18.3170000,-17.6660000
Kepler-1867 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,9.88735962,,,0,1.160,,,0,0.103,,,0,1.65000,,,0,0.00520,,,0,0,0.91,0.09,-0.10,0,680.5830000,7.0960000,-6.9540000
Kepler-1868 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,211.03399660,,,0,3.150,,,0,0.281,,,0,10.10000,,,0,0.03170,,,0,0,0.74,0.03,-0.04,0,274.1800000,0.9505000,-0.9505000
Kepler-1869 b,1,2,Transit,2021,0.95 m Kepler Telescope,0,0,8.16736031,,,0,1.120,,,0,0.100,,,0,1.46000,,,0,0.00458,,,0,0,0.99,0.05,-0.08,0,113.0250000,0.2910000,-0.2910000
Kepler-1869 c,1,2,Transit,2023,0.95 m Kepler Telescope,0,0,1.71682830,0.00000941,-0.00000941,0,0.740,0.120,-0.030,0,0.074,,,0,0.33000,,,0,0.00104,,,0,0,0.99,0.05,-0.08,0,113.0250000,0.2910000,-0.2910000
Kepler-187 b,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,4.93886400,0.00005800,-0.00005800,0,1.410,0.280,-0.280,0,0.126,0.025,-0.025,0,2.57000,,,0,0.00809,,,0,0,1.11,0.06,-0.06,0,1143.0000000,33.3100000,-31.5100000
Kepler-187 c,1,2,Transit,2014,0.95 m Kepler Telescope,0,0,10.64026300,0.00004800,-0.00004800,0,2.670,0.520,-0.520,0,0.238,0.046,-0.046,0,7.61000,,,0,0.02390,,,0,0,1.11,0.06,-0.06,0,1143.0000000,33.3100000,-31.5100000
Kepler-1870 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,3.60694003,,,0,2.101,,,0,0.187,,,0,5.07000,,,0,0.01590,,,0,0,0.96,0.05,-0.07,0,407.2160000,2.7520000,-2.7160000
Kepler-1871 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,1.95270002,,,0,2.422,,,0,0.216,,,0,6.44000,,,0,0.02030,,,0,0,1.02,0.11,-0.12,0,854.6230000,16.7485000,-16.7485000
